dba_name,license_id,address,city,state,zip
Chipotle Mexican Grill,1617552,2640 N NARRAGANSETT AVE,CHICAGO,IL,60639
CHICAGO BAGEL AUTHORITY-BELM,2099265,955-957 W BELMONT AVE,CHICAGO,IL,60657
BARNES & NOBLE BOOKSELLERS#2922,68790,1130 N STATE ST,CHICAGO,IL,60610
MIN MIN CAFE,2470178,1465 W IRVING PARK RD,CHICAGO,IL,60613
LA PALAPA INC.,1885084,2000 W 34TH ST,CHICAGO,IL,60608
BEAT KITCHEN,1694767,2100 W BELMONT AVE,CHICAGO,IL,60618
JEREZ RESTAURANT SEA FOOD,1225507,4803 N PULASKI RD,CHICAGO,IL,60630
BIG CITY CHICKEN,2683778,5700 S CICERO AVE,CHICAGO,IL,60638
CHITOWN SPORTS FACILITIES,1491848,2343 S THROOP ST,CHICAGO,IL,60608
MINGHIN STRETEREVILLE,2684775,215 E OHIO ST,CHICAGO,IL,60611
SUBWAY,2609028,1431 W 95TH ST,CHICAGO,IL,60643
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,2709373,600 E GRAND AVE,CHICAGO,IL,60611
CHITOWN FUTBOL,2698518,2343 S THROOP ST,CHICAGO,IL,60608
L & M GRILL INC.,2431959,5125 W 47TH ST,CHICAGO,IL,60638
CHECKERS/RALLY'S,2704235,6705 S HALSTED ST,CHICAGO,IL,60621
TACO NIETOS,2069782,2863 E 95TH ST,CHICAGO,IL,60617
MIKKEYS 47 EXPRESS LLC,2678083,503 E 47TH ST,CHICAGO,IL,60653
SOUTH CHINA KITCHEN INC.,1121241,11631 S HALSTED ST,CHICAGO,IL,60628
SUBWAY,2470205,6555 N CLARK ST,CHICAGO,IL,60626
JIMMY JOHNS,2677225,1519 E 55TH ST,CHICAGO,IL,60615
SUBWAY,2109775,1322 E 47TH ST,CHICAGO,IL,60653
FRIISTYLE,2601653,5059 S PRAIRIE AVE,CHICAGO,IL,60615
SUBWAY,1719251,10354 S HALSTED ST,CHICAGO,IL,60628
PEPE'S RESTAURANT,7056,7026 W ARCHER AVE,CHICAGO,IL,60638
GREAT LAKE MEAT CO. / COUNTY BBQ,2708700,333 S WABASH AVE,CHICAGO,IL,60604
BROWN BAG SEAFOOD CO.,2703476,333 S WABASH AVE,CHICAGO,IL,60604
VICTORY ITALIAN,2704294,333 S WABASH AVE,CHICAGO,IL,60604
Papa Johns Pizza,2138095,4606 W DIVERSEY AVE,CHICAGO,IL,60639
CAFE TOLA #5,2641997,600 N LA SALLE DR,CHICAGO,IL,60654
YELLOW ROSE CAFE INC,50484,5640 N ELSTON AVE,CHICAGO,IL,60646
MATI'S THE COFFEE COMPANY,2663751,5301 W BELMONT AVE,CHICAGO,IL,60641
THE SATELLITE CAFE,2516876,942 W MONTROSE AVE,CHICAGO,IL,60613
OASIS FRESH FOOD INC.,2670633,500 W DIVERSEY PKWY,CHICAGO,IL,60614
VOLCANO SUSHI RESTAURANT,2699570,2521 N CALIFORNIA AVE,CHICAGO,IL,60647
SANDUNGA,2157363,2619 W LAWRENCE AVE,CHICAGO,IL,60625
CORALIE COFFEE,2709402,160 W VAN BUREN ST,CHICAGO,IL,60604
CAMARON VAQUERO INC.,2294053,6242 S PULASKI RD,CHICAGO,IL,60629
EL GRAN BURRITO EXPRESS #2,2658489,1950 W 87TH ST,CHICAGO,IL,60620
LA FUENTE RESTAURANT,2636662,3640 W 59TH ST,CHICAGO,IL,60629
MAXWELL CHARCOAL GRILL,1620034,8637 S ASHLAND AVE,CHICAGO,IL,60620
ANGELA'S BURRITO STYLE,1299745,2556 N CLARK ST,CHICAGO,IL,60614
SUBWAY,1516668,66 E WASHINGTON ST,CHICAGO,IL,60602
NORI SUSHI & NOODLE SHOP,1473514,1235 W DEVON AVE,CHICAGO,IL,60660
IBORU EL PULPO LOCO,2252182,6619 N CLARK ST,CHICAGO,IL,60626
"LA VILLITA MICHOACANA,CORP",2703508,2835 N CENTRAL AVE,CHICAGO,IL,60634
SUBWAY,2084383,4556 N MAGNOLIA AVE,CHICAGO,IL,60640
SUBWAY,1622996,780 N MILWAUKEE AVE,CHICAGO,IL,60642
ICE CREAM LAS FUENTES,2589296,3107 N CENTRAL AVE,CHICAGO,IL,60634
Subway,2138021,6620 W NORTH AVE,CHICAGO,IL,60707
KABAB GRILL,2626610,3220-3222 W BRYN MAWR AVE,CHICAGO,IL,60659
SAIGON PHO,2709396,3220-3222 W BRYN MAWR AVE,CHICAGO,IL,60659
MAC ARTHUR'S,1384031,5412 W MADISON ST,CHICAGO,IL,60644
NORWOOD RESTAURANT,2457849,6101 N NORTHWEST HWY,CHICAGO,IL,60631
MI NUEVA TIERRA,2703967,2417 N CLYBOURN AVE,CHICAGO,IL,60614
USMANIA FINE DINING,1676717,2244 W DEVON AVE,CHICAGO,IL,60659
THE SILVER PALM RESTAURANT,1168049,768 N MILWAUKEE AVE,CHICAGO,IL,60642
TAQUERIA EL HEREDERO INC.,2373621,3222 W ARMITAGE AVE,CHICAGO,IL,60647
LA COSTA,2523040,3119-3121 N CENTRAL AVE,CHICAGO,IL,60634
NOODLES PARTY,1894582,4205 W LAWRENCE AVE,CHICAGO,IL,60630
"J & J LEE CHOP SUEY, INC.",2574776,2415 W DIVERSEY AVE,CHICAGO,IL,60647
SUSHI +,2671373,2131 S ARCHER AVE,CHICAGO,IL,60616
SOPRAFFINA,35095,10 N DEARBORN ST,CHICAGO,IL,60602
"TAQUERIA MI LINDO DURANGO, INC",2008922,9940 S VINCENNES AVE,CHICAGO,IL,60643
BURGER KING #11297,2368804,6900 S HALSTED ST,CHICAGO,IL,60621
ROSDED RESTAURANT,2708826,2308 W LELAND AVE,CHICAGO,IL,60625
THE WELCOME BACK LOUNGE,2652622,2423 N MILWAUKEE AVE,CHICAGO,IL,60647
HAN BAT RESTAURANT,2709426,2723 W LAWRENCE AVE,CHICAGO,IL,60625
SUBWAY,1932383,116 W 111TH ST,CHICAGO,IL,60628
JOEY'S RED HOTS,2594730,11500 S WESTERN AVE,CHICAGO,IL,60643
ALTITUDE CHICAGO,2689164,404 N ARMOUR ST,CHICAGO,IL,60642
JADE PALACE,2333768,2551 S KEDZIE AVE,CHICAGO,IL,60623
DAVID'S GRILL,2326704,800 W CERMAK RD,CHICAGO,IL,60608
SEE THRU CHINESE KITCHEN,36468,10939 S WESTERN AVE,CHICAGO,IL,60643
TAQUERIA DECOLORES,2704379,333 S WABASH AVE,CHICAGO,IL,60604
SHAKE SHACK,2328140,66 E OHIO ST BLDG,CHICAGO,IL,60611
"DEMERA ETHIOPIAN RESTAURANT, LLC - FRENCH MARKET",2632168,131 N CLINTON ST,CHICAGO,IL,60661
BREWER COFFEE AND CUSTARD,2578259,1008 W 79TH ST,CHICAGO,IL,60620
MANA FOOD BAR,2704339,333 S WABASH AVE,CHICAGO,IL,60604
BASKIN ROBBINS/ DUNKIN DONUTS,45960,3039 N CENTRAL AVE,CHICAGO,IL,60634
BOWEN'S PIZZA,2677687,219 E 47TH ST,CHICAGO,IL,60653
EATALY,2262496,43 E OHIO ST,CHICAGO,IL,60611
RICE THAI ASIAN KITCHEN,2321213,1136 W THORNDALE AVE,CHICAGO,IL,60660
BAMYAN KABAB,2595526,5701 N CALIFORNIA AVE,CHICAGO,IL,60659
TAOS RESTAURANT,1646977,2114 W ROSCOE ST,CHICAGO,IL,60618
MOODY'S RESTAURANT INC,1219,5908 N BROADWAY,CHICAGO,IL,60660
YES,1276903,5211 N DAMEN AVE,CHICAGO,IL,60625
SEOUL TACO,2622979,1321 E 57TH ST,CHICAGO,IL,60637
HALE FAMILY MCDONALD'S,2536664,2425 E 79TH ST,CHICAGO,IL,60649
WAFFLES,2703844,1104 W MADISON ST,CHICAGO,IL,60607
CHEESIE'S PUB & GRUB / SLICE OF CHEESIE'S,2575042,958-964 W BELMONT AVE,CHICAGO,IL,60657
"M & G CHAR GRILL,, INC.",1887880,1821 W IRVING PARK RD,CHICAGO,IL,60613
10Q CHICKEN,2704347,333 S WABASH AVE,CHICAGO,IL,60604
BYRONS KITCHENS,3596,1017 W IRVING PARK RD,CHICAGO,IL,60613
SUBWAY,2060935,3051 N CENTRAL AVE,CHICAGO,IL,60634
LITTLE CAESAR PIZZA,1869514,3337 W NORTH AVE,CHICAGO,IL,60647
AUTUMN GREEN AT WRIGHT CAMPUS,1845501,4239 N OAK PARK AVE,CHICAGO,IL,60634
KUDOS,2575422,5858 N LINCOLN AVE,CHICAGO,IL,60659
EL G-FE,2708950,4253 W 47TH ST,CHICAGO,IL,60632
ANMOL BARBEQUE,2708929,2858 W DEVON AVE,CHICAGO,IL,60659
MI PUEBLO TWO,2141146,2113 W TOUHY AVE,CHICAGO,IL,60645
SUBWAY,2202890,333 E BENTON PL,CHICAGO,IL,60601
"WENDY'S PROPERTIES, LLC",2469194,6324 N WESTERN AVE,CHICAGO,IL,60659
ANMOL RESTAURANT,2021367,2858 W DEVON AVE,CHICAGO,IL,60659
AMARIND'S RESTAURANT,1142567,6822 W NORTH AVE,CHICAGO,IL,60707
"GROUND CONTROL RESTAURANT, LLC",2129834,3313-3315 W ARMITAGE AVE,CHICAGO,IL,60647
ZANNO'S FISH & CHICKEN,2704295,1521 S PULASKI RD,CHICAGO,IL,60623
90 MILES CUBAN CAFE,1975927,2540 W ARMITAGE AVE,CHICAGO,IL,60647
HAROLD'S CHICKEN,2708828,520 N MICHIGAN AVE,CHICAGO,IL,60611
EL RINCON NORTENO  INC,1043422,3300 W 55TH ST,CHICAGO,IL,60632
PUB 626,2138119,1406 W MORSE AVE,CHICAGO,IL,60626
ICY HONEY,2708587,3132 S MORGAN ST,CHICAGO,IL,60608
SUBWAY,1841435,11629 S HALSTED ST,CHICAGO,IL,60628
SUBWAY,1679112,8711 S ASHLAND AVE,CHICAGO,IL,60620
GORDITAS SANTIAGO NO. 2,2560880,3710 W 55TH ST,CHICAGO,IL,60632
BOSS BAR,2185066,418-420 N CLARK ST,CHICAGO,IL,60654
ROTI MODERN MEDITERRANEAN,2458053,121 N CLINTON ST,CHICAGO,IL,60661
HUARACHES DONA CHIO,1847182,1547 W ELMDALE AVE,CHICAGO,IL,60660
HOTEL CHICAGO,1680526,333 N DEARBORN ST,CHICAGO,IL,60654
THE HAMPTON SOCIAL,2534807,164 E GRAND AVE,CHICAGO,IL,60611
EGGYS,2129639,333 E BENTON PL,CHICAGO,IL,60601
LA PASADITA,25252,1140 N ASHLAND AVE,CHICAGO,IL,60622
THE GREAT STEAK & POTATO CO.,1477845,500 W MADISON ST,CHICAGO,IL,60661
Chipotle Mexican Grill,1575247,10 S LA SALLE ST,CHICAGO,IL,60603
LEADER BAR,2021350,3000-3004 W Irving Park RD,CHICAGO,IL,60618
SUBWAY,2119899,5316 N MILWAUKEE AVE,CHICAGO,IL,60630
TOPO GIGIO RISTORANTE,14627,1514 -1516 N WELLS ST,CHICAGO,IL,60610
7-ELEVEN #34724K,2698327,4150 N BROADWAY,CHICAGO,IL,60613
LUKE'S,20789,215 W JACKSON BLVD,CHICAGO,IL,60606
HOME 2 SUITES CHICAGO RIVER NORTH,2699346,110 W HURON ST,CHICAGO,IL,60654
LYFE KITCHEN,2279357,259 E ERIE ST,CHICAGO,IL,60611
UNCLE REMUS,2642353,4731 W MADISON ST,CHICAGO,IL,60644
LOU MALNATI'S PIZZERIA,2483886,6456 S CICERO AVE,CHICAGO,IL,60638
HOME RUN INN PIZZERIA,2608717,4254 W 31ST ST,CHICAGO,IL,60623
HOME RUN INN PIZZERIA,2152546,10900  S WESTERN AVE,CHICAGO,IL,60643
TAWAKKUL RESTAURANT,2709408,6410-12 N CLAREMONT AVE,CHICAGO,IL,60645
SHARKS FISH & CHICKEN,2496740,855 W 87TH ST,CHICAGO,IL,60620
"CHICAGO WINGS AROUND THE WORLD 61ST & HALSTED,INC",2642329,748 W 61ST ST,CHICAGO,IL,60621
HOME RUN INN,41530,4254 W 31ST ST,CHICAGO,IL,60623
STEINGOLD'S OF CHICAGO,2548671,1840 W IRVING  PARK RD,CHICAGO,IL,60613
SON OF A BUTCHER TAVERN,37853,2934 W DIVERSEY AVE,CHICAGO,IL,60647
NEW TEA GARDEN CHOP SUEY,2423435,11342 S MICHIGAN AVE,CHICAGO,IL,60628
5G EATERY INC LLC,2708899,18 W JACKSON BLVD,CHICAGO,IL,60604
KIZAMI,2709039,2235 N LINCOLN AVE,CHICAGO,IL,60614
2934 W DIVERSEY LLC,2671686,2934 W DIVERSEY AVE,CHICAGO,IL,60647
SUBWAY,2516813,4036 N NARRAGANSETT,CHICAGO,IL,60634
NESH MEDITERRANEAN GRILL,2158229,205 W MONROE ST,CHICAGO,IL,60606
SUBWAY SANDWICHES,43981,118 S CLINTON ST,CHICAGO,IL,60661
GEORGIOS ON DIVISION,2319925,11 W DIVISION ST,CHICAGO,IL,60610
TANAKA RAMEN,2391406,553-555 W DIVERSEY PKWY,CHICAGO,IL,60614
SUBWAY,2446580,5040 S Cottage Grove AVE,CHICAGO,IL,60615
LOU MALNATI'S PIZZERIA,2069345,1120 N STATE ST,CHICAGO,IL,60610
SUMMER,1868819,1123 W GRANVILLE AVE,CHICAGO,IL,60660
NOLA CAFE & BAR,2333110,3481 N CLARK ST,CHICAGO,IL,60657
7 ELEVEN #36793 A,2263938,4150 N BROADWAY,CHICAGO,IL,60613
GIORDANO'S ON BELMONT,2412587,1036-1040 W BELMONT AVE,CHICAGO,IL,60657
FAB'S NUTRITION,2703902,5817 W DIVERSEY AVE,CHICAGO,IL,60639
SUBWAY,2003331,3129 W ARMITAGE AVE,CHICAGO,IL,60647
MATHER'S MORE THEN A CAFE,1800580,3235 N CENTRAL AVE,CHICAGO,IL,60634
KILWINS ICE CREAM AND CHOCOLATE,2694404,3519 N CLARK ST,CHICAGO,IL,60657
"PENINSULA CHICAGO,LLC",1091966,108 E SUPERIOR ST,CHICAGO,IL,60611
TORTERIA SAN LENCHITO INC.,2412170,4810 N DRAKE AVE,CHICAGO,IL,60625
BRANKO'S RESTAURANT,1225937,1118 W FULLERTON AVE,CHICAGO,IL,60614
LIVING WATER TEA HOUSE,2694898,1453 W TAYLOR ST,CHICAGO,IL,60607
PATINOS GRILL PB INC,2564436,3109-3113 W IRVING PARK RD,CHICAGO,IL,60618
HOT DOG STATION,2153527,4742 N KIMBALL AVE,CHICAGO,IL,60625
JARVIS GYROS,2177795,1517 W JARVIS AVE,CHICAGO,IL,60626
TANUKI,2220756,3006 N SHEFFIELD AVE,CHICAGO,IL,60657
KUNG FU TEA,2578276,4925 N BROADWAY,CHICAGO,IL,60640
SUBWAY,2451483,6237 S HALSTED PKWY,CHICAGO,IL,60621
"COLECTIVO COFFEE ROASTERS, INC.",2501823,2530 N CLARK ST,CHICAGO,IL,60614
SABOR A GLORIA,2641689,4208 N MILWAUKEE AVE,CHICAGO,IL,60641
LA PENA RESTAURANTE,1120265,4212-4214 N MILWAUKEE AVE,CHICAGO,IL,60641
EL PUEBLO,2192735,2212 W DEVON AVE,CHICAGO,IL,60659
D ARCO'S PIZZA INC.,2565135,2819 W 63RD ST,CHICAGO,IL,60629
TAQUERIA AMIGO CHINO 2,2245254,5959 W LAWRENCE AVE,CHICAGO,IL,60630
SUBWAY SANDWICH,1884292,11601 W TOUHY AVE,CHICAGO,IL,60666
BLAZE N GRILL,2500906,6400-6406 N MILWAUKEE AVE,CHICAGO,IL,60631
BJ'S MARKET & BAKERY,2708808,1737 E 95TH ST,CHICAGO,IL,60617
CHICAGOLAND RPM LLC,2693879,4054 N WESTERN AVE,CHICAGO,IL,60618
LABRIOLA BAKERY CAFE,2340972,535 N MICHIGAN AVE,CHICAGO,IL,60611
THE BELLEMORE,2517495,564 W RANDOLPH ST,CHICAGO,IL,60661
L & G RESTAURANT,61624,2632 E 75TH ST,CHICAGO,IL,60649
AVENUE TAVERN,1242927,2914-2916 N BROADWAY,CHICAGO,IL,60657
THE GODDESS GOLD COAST,2397687,1127 N STATE ST,CCHICAGO,IL,60610
MO DAILEY'S PUB & GRILLE,2102697,6064-6070 N NORTHWEST HWY,CHICAGO,IL,60631
UNCLE J'S BBQ,2443147,502 E 47TH ST,CHICAGO,IL,60653
SBARROS,2709316,151 N MICHIGAN AVE,CHICAGO,IL,60601
LAS TABLAS ON LINCOLN,1717064,2942-2944 N LINCOLN AVE,CHICAGO,IL,60657
POPEYE'S CHICKEN,30212,5248 W BELMONT AVE,CHICAGO,IL,60641
JOJO'S SHAKE BAR,2709202,835 N MICHIGAN AVE,CHICAGO,IL,60611
DON PAN BAKERY,1273391,5154 S KEDZIE AVE,CHICAGO,IL,60632
MARISCOS BLUE MARLIN MEXICAN CUISINE,2709178,3207 S HALSTED ST,CHICAGO,IL,60608
TEN GOKU,2708805,651 W WASHINGTON BLVD,CHICAGO,IL,60661
"""WORM HOLE 2""",2665059,1953 N MILWAUKEE AVE,CHICAGO,IL,60647
POTBELLY SANDWICH SHOP,2709216,900 W NORTH AVE,CHICAGO,IL,60642
"FIREWINGS, LLC",2569951,4749 N PULASKI RD,CHICAGO,IL,60630
LOS PEKES ICE CREAM & COFFEE SHOP INC.,2506316,4207 W 26TH ST,CHICAGO,IL,60623
SUBWAY SANDWICH,1646134,7908 S HALSTED ST,CHICAGO,IL,60620
"""LUNA EMPANADA SHOP""",2636362,6011 W IRVING PARK RD,CHICAGO,IL,60634
EL KAPORAL RESTAURANT,2178035,5078 S ARCHER AVE,CHICAGO,IL,60632
ORIGINAL PANCAKE HOUSE,15622,10437 S WESTERN AVE,CHICAGO,IL,60643
INOKO SUSHI,2652905,2521 N CALIFORNIA AVE,CHICAGO,IL,60647
LOU MALNATI'S PIZZERIA,2341854,439 N WELLS ST,CHICAGO,IL,60654
2 ASIAN BROTHERS,2601769,3222 W FOSTER AVE,CHICAGO,IL,60625
CAFE L'APPETITO,2703767,1258 W JACKSON BLVD,CHICAGO,IL,60607
MARCELA'S CAFE,2630731,3721 W FULLERTON AVE,CHICAGO,IL,60647
HONG WING CHINA DELIGHT,1596874,6618 W NORTH AVE,CHICAGO,IL,60707
Sarpino's Pizza,2432024,6526 W NORTH AVE,CHICAGO,IL,60707
AL'S BEEF,2125189,2804 N WESTERN AVE,CHICAGO,IL,60618
INTERCONTINENTAL HOTEL CHICAGO,2437403,505 N MICHIGAN AVE,CHICAGO,IL,60611
AVLI TAVERNA,2616777,1335 W WRIGHTWOOD AVE,CHICAGO,IL,60614
FUNKENHAUSEN,2528265,1709 W CHICAGO,CHICAGO,IL,60622
TAQUERIA LOS PORTALES,2309128,1418 W MORSE AVE,CHICAGO,IL,60626
POTBELLY SANDWICH WORKS,1841496,924 W BELMONT AVE,CHICAGO,IL,60657
SUBWAY 275,2263935,2579 N ELSTON AVE,CHICAGO,IL,60647
THE SUNDAE STOP,2703510,931 W BELMONT AVE,CHICAGO,IL,60657
EDISON PARK INN,1353941,6711-15 N OLMSTED AVE,CHICAGO,IL,60631
MOJO 33 NORTH LASALLE LLC,2689550,33 N LA SALLE ST,CHICAGO,IL,60602
SUBS AND SHOP,2584150,10658 S STATE ST,CHICAGO,IL,60628
"P.F. CHANG TO GO, LLC",2704148,213 W HUBBARD ST,CHICAGO,IL,60654
GABRIELA'S CARNITAS,2709087,3721 W FULLERTON AVE,CHICAGO,IL,60647
J & J FISH,1803709,6659 S DAMEN AVE,CHICAGO,IL,60636
"LAS DELICIAS LATINAS, INC.",2299372,4010-4012 W MONTROSE AVE,CHICAGO,IL,60641
"4 YOLKS,INC",2307773,2659-2661 N HARLEM AVE,CHICAGO,IL,60707
PIZZA HUT # 35190,2647185,2516 W NORTH AVE,CHICAGO,IL,60647
HAROLD'S CHICKEN COOP LLC,2708644,1711 E 87TH ST,CHICAGO,IL,60617
HI-VIBE,2535792,222 W MERCHANDISE MART PLZ STE 200,CHICAGO,IL,60654
SUBWAY,1447811,4030 W ROOSEVELT RD,CHICAGO,IL,60624
BROWN BAG SEAFOOD CO.,2575275,414 N WELLS ST,CHICAGO,IL,60654
O'CALLAGHAN'S,1771594,29 W HUBBARD ST,CHICAGO,IL,60654
POTBELLY SANDWICH  WORKS,1913925,959 W DIVERSEY PKWY,CHICAGO,IL,60614
THE GOOD LIFE SOUL FOOD RESTAURANT,2551347,11142 S HALSTED ST,CHICAGO,IL,60628
RONNY'S ORIGINAL STEAK HOUSE,1069683,100 W RANDOLPH ST,CHICAGO,IL,60601
SEE THRU CHINESE KITCHEN,2632147,5656 W ROOSEVELT RD,CHICAGO,IL,60644
FIESTA GRILL,2442906,5636 W ROOSEVELT RD,CHICAGO,IL,60644
THE REGION HANDCRAFTED HAMBURGERS,2511306,2057 W ROSCOE ST,CHICAGO,IL,60618
THE GWEN,1768303,520 N MICHIGAN AVE,CHICAGO,IL,60611
FULL SHILLING,2616295,3724-3726 N CLARK ST,CHICAGO,IL,60613
TURKITCH,2641857,565 W DIVERSEY PKWY,CHICAGO,IL,60614
WEST TOWN BAKERY,2569503,3626 N CLARK AVE,CHICAGO,IL,60613
LAS DELICIAS DE MICHOACAN,2304676,6649 N CLARK ST,CHICAGO,IL,60626
THE ARTISAN CELLARS,1336364,222 W MERCHANDISE MART PLZ,CHICAGO,IL,60654
SUN SUB AND CHICKEN,2094313,321 N LARAMIE AVE,CHICAGO,IL,60644
CHICAGO DIPLOMAT CAFE,2506760,3134 N LINCOLN AVE,CHICAGO,IL,60657
LUCKY STRIKE,2609815,1025 W ADDISON ST,CHICAGO,IL,60613
FLUB A DUB CHUB'S,1870175,3021 N BROADWAY,CHICAGO,IL,60657
CHIPOTLE MEXICAN GRILL,76580,3181 N BROADWAY,CHICAGO,IL,60657
LAS DELICIAS DE LA MICHOACANA LLC,2708689,6649 N CLARK ST,CHICAGO,IL,60626
JACKIE'S MEXICAN CUISINE,2616696,3207 S HALSTED ST,CHICAGO,IL,60608
GORILLA SUSHI,2398633,4945 N MILWAUKEE AVE UNIT 2,CHICAGO,IL,60630
AUNTY JOY'S,2522994,1217 W DEVON AVE,CHICAGO,IL,60660
MANZO'S BURGER,2340467,2353 W 111TH ST,CHICAGO,IL,60643
ARAMARK EDUCATION SERVICES,2642003,13300 S LANGLEY,CHICAGO,IL,60827
CLUB 100,2704351,3638 W NORTH AVE,CHICAGO,IL,60647
KFC,2636220,10421 S WESTERN AVE,CHICAGO,IL,60643
"EL PACIFICO,INC",13159,3534 W FULLERTON AVE,CHICAGO,IL,60647
TAQUERIA LOS AZARES,2179179,7148 N HARLEM AVE,CHICAGO,IL,60631
OMAKIN RESTAURANT,2708504,70 E GARFIELD BLVD,CHICAGO,IL,60615
GROUNDSWELL LLC,2342222,4839 N DAMEN AVE,CHICAGO,IL,60625
Subway Restaurant #35406,2137745,4445 N PULASKI,CHICAGO,IL,60630
"PIE  CAFE,  LLC",2002759,4664 N MANOR AVE,CHICAGO,IL,60625
BAVETTE'S,2115046,218 W KINZIE ST,CHICAGO,IL,60654
KINZIE HOTEL,2608572,20 W KINZIE ST,CHICAGO,IL,60654
PACIFIC STANDARD TIME,2550128,141 W ERIE ST,CHICAGO,IL,60654
WILDFIRE,21034,159 W ERIE ST,CHICAGO,IL,60654
SUSHI TAKU,2492107,1904-1906 W DIVISION ST,CHICAGO,IL,60622
FRESHII,2516643,233 N MICHIGAN AVE,CHICAGO,IL,60601
ATRIUM EVENTS,2684492,4325-4343 N RAVENSWOOD AVE,CHICAGO,IL,60613
SUBWAY,2134794,6072-6074 N NORTHWEST HWY,CHICAGO,IL,60631
WHICH WICH,2068951,108 N STATE ST,CHICAGO,IL,60602
JINYA RAMEN BAR,2391406,553-555 W DIVERSEY PKWY,CHICAGO,IL,60614
COOPER'S HAWK WINERY AND RESTAURANT,2670533,58 E OAK ST,CHICAGO,IL,60611
CHIPOTLE MEXICAN GRILL,1044724,291 E ONTARIO ST,CHICAGO,IL,60611
NANDO'S PERI-PERI,2379215,670 W DIVERSEY PKWY,CHICAGO,IL,60614
ALI BABA DONER,2646313,545 W DIVERSEY PKWY,CHICAGO,IL,60614
EL PECADO INC.,2579298,6922 N CLARK ST,CHICAGO,IL,60626
LAS TABLAS,1617900,4920 W IRVING PARK RD,CHICAGO,IL,60641
ZAM ZAM MIDDLE EASTERN GRILL,2327015,3461 N CLARK ST,CHICAGO,IL,60657
FORK LIFT,2703819,131 N CLINTON ST,CHICAGO,IL,60661
CHEF'S SPECIAL COCKTAIL BAR,2646665,2163-2165 N WESTERN AVE,CHICAGO,IL,60647
MEGA FRIED CHICKEN AND FISH,2658729,4419 W FULLERTON AVE,CHICAGO,IL,60639
CHICAGO DINER LOGAN SQUARE,2177119,2333 N MILWAUKEE AVE,CHICAGO,IL,60647
LOS NOPALITOS RESTAURANT,2704251,4419 W FULLERTON AVE,CHICAGO,IL,60639
WINGSTOP,2492663,4445 N PULASKI RD,CHICAGO,IL,60630
"NEW SHARK'S FISH AND CHICKEN, INC.",2284194,7122 S VINCENNES AVE,CHICAGO,IL,60621
BRASIL LEGAL,2133719,2161 N WESTERN AVE,CHICAGO,IL,60647
GORDITAS ADRIAN'S,2469752,13507 S BRAINARD AVE,CHICAGO,IL,60633
SUBWAY,1492416,4861 N MILWAUKEE AVE,CHICAGO,IL,60630
Wingstop,2569564,3046 N CENTRAL AVE,CHICAGO,IL,60634
SUBWAY SANDWICHES,1249180,4101 W LAWRENCE AVE,CHICAGO,IL,60630
LOS CANTARITOS,1488400,13343 S BALTIMORE AVE,CHICAGO,IL,60633
GIORDANO'S OF BEVERLY,2074456,9613 S WESTERN AVE,CHICAGO,IL,60643
GORDO'S TAMALES,2647106,2811 W 55TH ST,CHICAGO,IL,60632
SUBWAY,1964058,1656 W 119TH ST,CHICAGO,IL,60643
SAPORI NAPOLETANI PIZZERIA RISTORANTE E BAR,2424089,6050 N NORTHWEST HWY,CHICAGO,IL,60631
I MONELLI TRATTORIA PIZZERIA,2152070,5019 N WESTERN AVE,CHICAGO,IL,60625
RESTAURANTE SALVADORENO OLOCUILTA INC,2646376,3658 W LAWRENCE AVE,CHICAGO,IL,60625
CHICAGO BILLIARD CAFE,1543206,5933 W IRVING PARK RD,CHICAGO,IL,60634
CHIPOTLE MEXICAN GRILL,1044712,10 E JACKSON BLVD,CHICAGO,IL,60604
SUBWAY,2451483,6237 S HALSTED PKWY ,CHICAGO,IL,60621
PANES BREAD CAFE,36251,3002 N SHEFFIELD AVE,CHICAGO,IL,60657
"FERRERO U.S.A., INC.",2528207,151 N MICHIGAN AVE,CHICAGO,IL,60601
SUBWAY,1492342,5901 S ARCHER AVE,CHICAGO,IL,60638
DOREEN'S PIZZERIA,60383,13201 S BALTIMORE AVE,CHICAGO,IL,60633
LOS ENCINOS INC.,2578523,4801 N AUSTIN AVE,CHICAGO,IL,60630
SBARRO LLC,2452476,520 N MICHIGAN AVE,CHICAGO,IL,60611
DUNKIN DONUTS,2708449,1550 W GARFIELD BLVD,CHICAGO,IL,60609
LEAH'S PANCAKE HOUSE,2231999,5004-5006 S ARCHER AVE,CHICAGO,IL,60632
LOU MITCHELL'S,30743,565 W JACKSON BLVD,CHICAGO,IL,60661
THE SHAMROCK CLUB,24239,210 W KINZIE ST,CHICAGO,IL,60654
EAT ME MILK ME,2641876,1111 W RANDOLPH ST,CHICAGO,IL,60607
OLD IRVING BREWING,2374046,4415-4419 W MONTROSE AVE,CHICAGO,IL,60641
GIBSONS ITALIA,2535455,233 N CANAL ST,CHICAGO,IL,60606
MARISCOS EL PUERTO,2231999,5004-5006 S ARCHER AVE,CHICAGO,IL,60632
CLUB LUCKY INC,26247,1822-24 W WABANSIA AVE,CHICAGO,IL,60622
BANGKOK BELLY,2189389,6132 N NORTHWEST HWY,CHICAGO,IL,60631
TROPICAL TASTE,1717419,3330 W NORTH AVE,CHICAGO,IL,60647
